ref_area.label,indicator.label,source.label,sex.label,classif1.label,classif2.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Less than basic,Area type: Urban,2015,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Basic,Area type: National,2015,34.613,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Basic,Area type: Rural,2015,22.4299,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Basic,Area type: Urban,2015,12.1831,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Intermediate,Area type: National,2015,370.6055,,"Nonstandard education level: Including special education, vocational and other training",,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Intermediate,Area type: Rural,2015,195.377,,"Nonstandard education level: Including special education, vocational and other training",,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Intermediate,Area type: Urban,2015,175.2285,,"Nonstandard education level: Including special education, vocational and other training",,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Advanced,Area type: National,2015,156.5825,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Advanced,Area type: Rural,2015,37.3325,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Advanced,Area type: Urban,2015,119.25,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Total,Area type: National,2015,510.3708,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Total,Area type: Rural,2015,257.8196,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Total,Area type: Urban,2015,252.5511,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Less than basic,Area type: National,2015,0.5447,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Less than basic,Area type: Rural,2015,0.5447,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Basic,Area type: National,2015,21.6199,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Basic,Area type: Rural,2015,15.9176,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Basic,Area type: Urban,2015,5.7023,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Intermediate,Area type: National,2015,331.7202,,"Nonstandard education level: Including special education, vocational and other training",,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Intermediate,Area type: Rural,2015,204.8993,,"Nonstandard education level: Including special education, vocational and other training",,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Intermediate,Area type: Urban,2015,126.8209,,"Nonstandard education level: Including special education, vocational and other training",,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Advanced,Area type: National,2015,156.4858,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Advanced,Area type: Rural,2015,36.4579,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Advanced,Area type: Urban,2015,120.0279,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Total,Area type: National,2016,1006.1534,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Total,Area type: Rural,2016,485.252,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Total,Area type: Urban,2016,520.9014,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Less than basic,Area type: National,2016,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Less than basic,Area type: Rural,2016,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Basic,Area type: National,2016,55.9446,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Basic,Area type: Rural,2016,43.8423,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Basic,Area type: Urban,2016,12.1023,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Intermediate,Area type: National,2016,656.8132,,"Nonstandard education level: Including special education, vocational and other training",,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Intermediate,Area type: Rural,2016,373.9759,,"Nonstandard education level: Including special education, vocational and other training",,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Intermediate,Area type: Urban,2016,282.8373,,"Nonstandard education level: Including special education, vocational and other training",,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Advanced,Area type: National,2016,293.0083,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Advanced,Area type: Rural,2016,67.0465,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Advanced,Area type: Urban,2016,225.9618,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Total,Area type: National,2016,528.1802,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Total,Area type: Rural,2016,248.7822,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Total,Area type: Urban,2016,279.3979,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Less than basic,Area type: National,2016,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Less than basic,Area type: Rural,2016,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Basic,Area type: National,2016,36.8803,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Basic,Area type: Rural,2016,27.3817,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Basic,Area type: Urban,2016,9.4985,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Intermediate,Area type: National,2016,342.824,,"Nonstandard education level: Including special education, vocational and other training",,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Intermediate,Area type: Rural,2016,185.0254,,"Nonstandard education level: Including special education, vocational and other training",,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Intermediate,Area type: Urban,2016,157.7986,,"Nonstandard education level: Including special education, vocational and other training",,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Advanced,Area type: National,2016,148.3765,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Advanced,Area type: Rural,2016,36.2757,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Advanced,Area type: Urban,2016,112.1008,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Total,Area type: National,2016,477.9733,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Total,Area type: Rural,2016,236.4698,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Total,Area type: Urban,2016,241.5035,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Less than basic,Area type: National,2016,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Less than basic,Area type: Rural,2016,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Basic,Area type: National,2016,19.0643,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Basic,Area type: Rural,2016,16.4605,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Basic,Area type: Urban,2016,2.6038,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Intermediate,Area type: National,2016,313.9892,,"Nonstandard education level: Including special education, vocational and other training",,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Intermediate,Area type: Rural,2016,188.9505,,"Nonstandard education level: Including special education, vocational and other training",,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Intermediate,Area type: Urban,2016,125.0387,,"Nonstandard education level: Including special education, vocational and other training",,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Advanced,Area type: National,2016,144.6318,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Advanced,Area type: Rural,2016,30.7708,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Advanced,Area type: Urban,2016,113.861,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Total,Area type: National,2017,1011.7245,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Total,Area type: Rural,2017,481.0107,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Total,Area type: Urban,2017,530.7137,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Less than basic,Area type: National,2017,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Less than basic,Area type: Rural,2017,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Less than basic,Area type: Urban,2017,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Basic,Area type: National,2017,42.5243,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Basic,Area type: Rural,2017,31.4024,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Basic,Area type: Urban,2017,11.1218,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Intermediate,Area type: National,2017,668.9405,,"Nonstandard education level: Including special education, vocational and other training",,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Intermediate,Area type: Rural,2017,380.185,,"Nonstandard education level: Including special education, vocational and other training",,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Intermediate,Area type: Urban,2017,288.7555,,"Nonstandard education level: Including special education, vocational and other training",,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Advanced,Area type: National,2017,299.7993,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Advanced,Area type: Rural,2017,69.0308,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Education (Aggregate levels): Advanced,Area type: Urban,2017,230.7685,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Total,Area type: National,2017,529.7871,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Total,Area type: Rural,2017,250.681,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Total,Area type: Urban,2017,279.1061,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Less than basic,Area type: National,2017,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Less than basic,Area type: Rural,2017,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Basic,Area type: National,2017,27.0761,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Basic,Area type: Rural,2017,19.7988,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Basic,Area type: Urban,2017,7.2773,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Intermediate,Area type: National,2017,356.2127,,"Nonstandard education level: Including special education, vocational and other training",,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Intermediate,Area type: Rural,2017,195.5504,,"Nonstandard education level: Including special education, vocational and other training",,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Intermediate,Area type: Urban,2017,160.6623,,"Nonstandard education level: Including special education, vocational and other training",,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Advanced,Area type: National,2017,146.3926,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Advanced,Area type: Rural,2017,35.226,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Education (Aggregate levels): Advanced,Area type: Urban,2017,111.1665,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Total,Area type: National,2017,481.9373,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Total,Area type: Rural,2017,230.3297,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Total,Area type: Urban,2017,251.6076,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Less than basic,Area type: National,2017,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Less than basic,Area type: Rural,2017,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Less than basic,Area type: Urban,2017,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Basic,Area type: National,2017,15.4482,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Basic,Area type: Rural,2017,11.6037,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Basic,Area type: Urban,2017,3.8445,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Employment by sex, education and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Education (Aggregate levels): Intermediate,Area type: National,2017,312.7278,,"Nonstandard education level: Including special education, vocational and other training",,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
